growth_stage,temperature,humidity,rainfall,forecast_rainfall,wind_speed,solar_radiation,pressure,cloud_cover,dew_point,soil_moisture,soil_temperature,soil_ph,nitrogen,phosphorus,potassium,organic_matter,ec,leaf_wetness,evapotranspiration,ndvi,crop_age_days,water_usage,pest_risk,disease_risk,crop_health_index,previous_yield,groundwater_level,reservoir_level,fertilizer_usage,labor_hours,water_quantity_required_liters,future_soil_moisture_3day,crop_water_stress_level,irrigation_required,yield_prediction,crop_type_Maize,crop_type_Rice,crop_type_Sugarcane,crop_type_Wheat,region_North,region_South,region_West,soil_type_Loamy,soil_type_Sandy,soil_type_Silty,irrigation_type_Flood,irrigation_type_Sprinkler
0,35.57,51.78,67.08,70.77,14.04,231.81,953.09,60.45,20.18,12.52,23.52,4.83,124,22,42,2.16,0.79,82.09,8.63,0.887,167,359.61,62,34,98.01,9.12,15.71,49.04,82.97,14.62,91.83,12.85,0,0,6.53,0,0,0,1,0,0,1,0,1,0,0,0
2,33.48,92.69,150.9,54.68,7.62,303.45,1041.12,7.7,27.92,17.16,39.62,7.64,40,29,105,6.12,0.77,62.11,2.46,0.286,146,769.71,58,26,63.62,3.93,5.79,18.65,220.6,16.53,65.27,16.51,0,0,4.39,0,0,0,1,0,1,0,1,0,0,0,0
2,40.61,79.67,95.74,67.82,26.25,883.63,972.65,13.62,29.61,58.01,33.79,7.8,121,49,34,7.6,2.4,62.62,11.92,0.476,75,280.69,67,94,46.4,3.29,43.51,29.33,133.5,4.62,51.54,57.34,1,0,4.96,0,1,0,0,0,0,1,0,1,0,0,1
3,42.02,22.53,63.57,52.62,12.42,365.71,981.05,24.43,22.53,66.38,37.83,6.29,115,85,12,3.34,0.14,70.34,2.38,0.251,10,162.35,42,56,66.58,3.07,15.86,11.34,112.17,12.3,35.2,64.29,1,0,3.36,0,0,0,0,0,0,1,0,0,0,0,0
3,26.67,85.6,118.05,20.61,20.94,346.48,986.41,55.33,8.06,45.88,24.23,5.37,72,63,118,7.37,2.31,38.56,10.45,0.243,19,53.64,83,51,71.33,4.2,25.55,51.53,118.28,4.91,36.33,43.53,1,0,4.18,0,0,0,1,0,1,0,0,0,1,0,0
1,20.2,55.38,210.32,21.76,10.74,213.39,1041.38,22.89,9.67,19.67,34.32,7.52,37,87,8,1.26,2.3,2.0,8.34,0.352,107,130.92,70,95,94.76,5.78,46.14,36.13,139.73,12.06,58.92,18.38,2,1,3.06,0,0,0,0,0,1,0,0,0,0,1,0
1,39.54,47.36,35.83,40.53,9.89,114.49,967.6,39.59,9.21,65.56,16.24,5.1,54,40,71,3.79,2.76,64.09,6.58,0.656,66,724.72,39,95,67.31,9.12,10.24,88.88,16.02,5.15,43.0,62.87,1,0,5.09,0,0,0,1,0,1,0,0,0,0,0,0
0,21.41,46.01,143.88,1.39,9.78,244.34,972.3,35.33,25.16,32.94,31.05,5.04,57,32,96,2.39,2.98,18.96,2.83,0.905,148,697.77,19,57,66.72,8.7,23.37,57.95,11.72,4.85,28.3,29.84,1,1,6.43,1,0,0,0,0,1,0,1,0,0,0,1
1,42.87,64.64,82.42,88.93,20.35,750.67,1023.11,39.63,23.24,55.56,39.11,4.83,98,92,134,2.42,1.61,42.98,6.88,0.862,159,461.2,79,39,40.64,4.66,48.26,95.3,282.16,14.98,43.93,56.24,2,0,6.4,1,0,0,0,0,1,0,1,0,0,1,0
0,15.69,59.79,113.59,26.83,28.93,972.86,1043.47,92.9,1.89,23.57,28.32,4.8,40,50,127,3.32,1.92,95.79,4.64,0.922,120,462.76,22,34,63.06,2.29,36.04,81.11,206.3,2.34,45.73,23.36,2,0,6.93,0,1,0,0,0,0,1,1,0,0,1,0
1,42.64,69.25,246.47,5.15,6.24,769.43,960.47,96.97,14.84,46.55,10.66,6.32,73,64,7,4.47,1.38,99.26,9.69,0.869,5,648.4,41,60,99.3,1.53,21.13,63.07,210.28,13.3,41.17,40.57,2,0,6.64,0,1,0,0,0,1,0,0,0,0,1,0
1,32.68,63.02,278.92,42.44,19.32,867.9,1002.22,7.25,19.25,30.25,20.36,5.35,103,10,42,2.87,0.62,38.2,0.57,0.251,105,711.67,92,86,86.63,7.93,1.04,26.94,82.11,16.01,30.89,28.74,2,0,2.97,0,0,0,0,1,0,0,0,0,1,0,1
2,38.24,30.8,72.89,81.56,7.96,808.07,1041.45,11.05,0.47,22.52,27.89,5.57,101,17,58,3.21,1.33,14.53,5.62,0.763,128,497.46,0,33,53.94,4.6,11.39,35.12,36.34,6.33,69.65,23.31,2,0,6.13,0,0,0,1,0,0,0,0,0,1,0,1
3,26.95,39.29,188.99,39.74,16.48,366.45,1038.61,5.47,17.81,59.69,13.48,6.64,44,6,99,3.86,0.59,38.83,11.91,0.222,6,722.79,9,48,96.91,7.64,15.15,88.52,41.86,8.81,35.93,58.83,1,0,3.4,0,0,1,0,0,1,0,0,0,0,0,1
0,44.75,83.08,203.0,26.27,16.25,758.11,1044.85,38.76,28.24,70.05,22.05,6.3,83,53,73,2.29,2.01,35.37,9.4,0.219,48,61.39,98,71,63.5,9.62,37.42,24.89,242.89,16.93,44.45,65.44,2,0,2.84,0,1,0,0,0,1,0,0,0,1,0,0
2,21.83,69.74,252.75,54.49,13.5,775.53,1040.21,85.11,1.42,70.59,23.53,5.63,109,74,19,6.53,2.76,86.48,5.32,0.698,95,896.45,63,6,85.0,9.02,29.13,58.73,175.37,13.26,15.47,71.67,1,0,6.74,0,0,1,0,0,0,1,0,0,0,0,0
1,22.93,53.63,269.71,57.44,14.96,332.71,981.47,79.98,5.13,38.05,36.38,8.39,107,30,7,6.37,0.96,25.69,6.03,0.541,52,91.26,44,35,57.71,1.99,14.83,97.29,101.5,7.8,20.43,39.21,1,0,5.63,0,0,1,0,0,1,0,0,0,0,1,0
2,16.54,33.7,140.4,75.92,26.41,928.59,970.8,35.48,3.1,73.15,27.11,5.08,91,24,134,3.17,1.28,75.02,2.03,0.585,30,466.66,73,47,73.71,2.01,30.45,68.77,188.45,1.92,10.27,76.74,1,0,5.09,0,0,0,1,0,1,0,0,0,1,1,0
0,43.21,20.58,294.77,79.98,2.66,998.15,1040.15,75.07,11.08,43.99,26.43,6.97,82,30,126,4.84,0.96,23.81,5.25,0.777,71,154.39,41,24,97.45,1.89,43.31,87.73,297.82,11.24,30.33,43.91,2,0,6.61,0,0,0,0,0,1,0,0,1,0,0,1
3,28.68,43.39,291.25,70.62,24.91,605.17,1021.2,97.9,11.09,31.51,20.96,8.15,132,15,73,1.52,0.7,49.49,9.44,0.273,151,84.22,78,77,67.32,7.12,16.85,13.85,205.33,15.47,42.54,32.86,2,0,2.9,0,0,0,1,0,0,1,0,1,0,0,1
2,35.25,24.11,151.94,0.45,13.87,384.94,987.85,19.39,28.67,61.92,21.52,4.64,11,14,144,6.7,0.78,10.0,6.66,0.418,51,889.52,77,8,98.23,7.62,25.73,66.51,89.81,14.78,33.92,56.67,1,0,5.35,0,1,0,0,0,1,0,1,0,0,0,0
0,35.62,56.17,162.61,0.21,10.01,421.85,1021.29,96.39,24.01,25.7,26.9,7.05,132,44,120,6.18,2.43,53.85,6.88,0.214,107,813.17,86,100,51.6,8.14,28.96,69.26,202.8,14.28,59.87,20.37,0,1,3.31,0,0,1,0,0,0,0,0,0,1,0,0
1,41.24,81.64,200.32,97.74,5.31,624.2,980.72,77.08,19.11,35.48,14.91,7.9,78,60,99,7.53,3.0,66.75,6.23,0.855,124,636.17,56,40,51.2,7.9,6.15,34.92,242.88,19.5,43.57,37.11,2,0,7.38,0,0,0,1,0,0,1,1,0,0,0,1
2,34.95,41.4,112.14,26.42,24.44,107.0,1008.13,11.47,19.27,64.81,24.06,4.67,101,52,57,6.39,0.98,37.82,10.32,0.755,39,374.24,88,38,70.83,2.78,28.83,81.21,238.13,18.03,42.99,61.68,1,0,6.67,0,0,0,1,0,0,0,0,0,0,0,1
3,31.86,83.58,198.61,28.24,17.76,377.5,973.33,79.45,20.0,41.84,25.22,7.36,112,113,19,4.66,0.9,53.05,9.14,0.484,165,556.02,53,28,87.09,4.47,20.83,53.16,171.88,1.89,33.84,39.32,1,0,5.07,0,0,0,1,0,0,1,0,1,0,0,0
0,36.31,72.84,154.29,73.22,21.85,144.1,1006.17,10.23,5.13,14.64,30.6,7.63,33,82,69,3.3,2.33,61.32,0.1,0.536,22,895.71,91,83,84.29,5.75,13.74,43.06,66.47,4.37,67.18,15.05,0,0,4.51,0,1,0,0,0,1,0,0,0,1,1,0
3,37.53,29.39,10.63,58.16,9.45,661.76,1042.32,2.97,10.63,76.55,27.85,4.77,59,95,26,3.08,1.89,64.13,6.83,0.868,116,253.69,14,11,97.65,2.27,25.97,74.1,19.6,4.98,43.15,75.57,1,0,6.85,0,0,0,0,0,0,0,0,0,1,1,0
1,20.58,68.34,255.82,46.36,11.79,643.65,1027.14,76.46,19.4,5.92,19.81,4.69,110,32,96,0.89,2.7,43.76,6.84,0.19,142,804.56,15,53,52.29,3.0,36.51,15.92,278.88,15.54,78.7,6.54,0,0,2.6,0,0,0,1,0,0,1,0,0,1,0,0
3,18.29,31.38,282.13,11.64,27.41,631.94,1015.61,89.5,1.0,23.4,25.92,6.44,54,25,29,5.36,2.67,81.4,8.7,0.688,104,247.28,30,19,88.37,5.96,44.71,22.29,148.86,10.47,47.81,21.59,2,1,6.32,0,1,0,0,1,0,0,0,1,0,0,0
1,17.25,69.11,7.87,8.15,28.84,235.89,974.6,40.04,14.7,65.49,10.59,7.34,46,19,64,7.06,1.98,62.67,3.15,0.316,71,850.93,64,66,80.96,7.2,42.62,50.31,225.47,17.34,19.71,63.55,1,0,4.33,0,0,1,0,0,1,0,1,0,0,1,0
1,26.22,30.7,236.78,70.36,22.2,950.1,956.34,2.41,25.1,68.43,30.62,6.09,118,31,147,5.48,0.11,29.75,11.88,0.875,76,907.65,39,56,65.08,8.68,8.81,95.94,166.25,9.22,32.9,70.13,1,0,6.91,1,0,0,0,0,0,1,0,1,0,0,0
2,29.94,49.44,115.74,12.46,22.48,580.81,1021.06,59.76,16.35,55.75,16.97,7.79,77,76,47,3.22,1.33,41.58,6.26,0.431,72,564.98,36,26,88.43,6.22,5.4,93.03,56.69,2.64,30.68,52.26,1,0,4.54,0,1,0,0,1,0,0,1,0,0,1,0
1,33.47,62.49,175.69,43.58,20.83,600.28,1007.61,23.33,25.96,50.98,34.98,7.82,17,69,96,7.67,2.36,6.12,9.53,0.113,147,852.16,37,69,72.58,7.27,4.17,42.79,167.73,2.82,37.05,49.45,1,0,3.41,1,0,0,0,0,0,1,0,0,0,1,0
3,43.74,23.78,150.0,73.61,17.62,589.83,971.26,54.38,22.39,67.46,31.7,5.14,122,65,112,4.58,0.64,88.03,4.37,0.647,151,745.87,62,74,93.08,8.76,41.97,26.46,59.78,12.74,36.23,66.79,2,0,5.41,0,0,0,1,1,0,0,0,0,0,0,0
2,24.92,31.5,165.39,92.32,17.85,571.97,1043.48,31.79,16.17,60.9,14.79,4.78,109,44,85,4.14,1.33,88.9,5.45,0.243,40,983.43,5,39,72.69,5.06,9.57,41.28,282.9,15.59,22.57,64.55,1,0,3.65,0,0,0,1,0,1,0,1,0,0,0,1
1,37.83,44.03,148.56,87.36,28.91,944.59,1005.2,62.24,11.3,78.52,19.66,5.74,87,52,34,1.54,1.93,63.42,8.15,0.84,56,212.98,48,10,97.0,5.13,13.6,99.96,32.12,1.32,39.14,79.83,1,0,6.41,0,1,0,0,0,0,0,0,0,0,0,1
0,30.94,54.67,256.01,86.4,22.53,641.82,1007.19,26.03,19.67,39.55,32.43,5.28,84,91,91,1.57,0.5,16.11,8.69,0.262,110,484.82,15,72,47.36,8.57,45.62,14.56,147.54,1.15,30.14,41.82,1,0,2.9,1,0,0,0,1,0,0,0,0,0,0,1
0,21.6,84.39,205.05,35.85,19.66,536.61,979.88,14.84,14.92,25.29,31.15,7.7,84,89,78,3.34,1.66,52.93,1.61,0.303,55,276.11,42,90,50.24,1.93,6.18,33.79,16.7,9.21,36.73,24.92,2,0,3.28,0,0,0,1,0,0,1,0,0,1,0,1
1,33.46,34.05,123.79,92.72,5.67,789.8,1037.94,75.24,29.83,5.33,26.15,6.63,12,41,83,5.05,0.45,18.53,1.38,0.651,139,663.43,44,1,81.13,6.32,41.92,80.7,121.44,16.12,85.74,7.73,0,0,6.26,0,0,1,0,0,1,0,0,0,1,0,1
2,44.02,46.06,206.57,68.37,29.31,326.32,1039.14,53.88,18.31,29.74,18.84,7.14,91,37,113,1.9,2.7,73.1,8.48,0.81,170,512.76,90,44,75.82,4.79,6.41,79.38,121.85,12.13,60.32,28.61,0,0,5.99,0,0,0,0,1,0,0,0,1,0,0,1
2,18.73,55.68,289.51,88.65,15.61,272.81,1021.51,31.74,7.55,66.96,25.67,7.53,21,20,138,7.52,1.68,87.62,0.12,0.116,126,547.57,24,87,61.52,7.42,40.53,43.33,188.4,3.08,0.75,71.24,1,0,3.21,0,0,0,0,0,0,1,0,1,0,0,1
2,30.22,42.18,24.09,8.89,28.31,495.29,959.93,62.79,28.89,7.52,39.74,7.96,129,116,64,2.25,0.48,38.84,10.8,0.475,163,338.35,65,19,55.16,6.52,23.99,62.21,256.37,6.4,103.04,3.7,0,1,4.64,0,0,0,1,0,0,1,0,1,0,0,0
3,16.55,66.93,116.43,3.96,21.41,114.12,958.44,28.72,8.61,56.8,22.09,6.8,61,42,99,7.69,2.28,14.85,8.75,0.218,89,715.07,51,54,51.33,5.39,16.36,16.86,143.85,3.72,24.92,54.63,1,0,4.09,1,0,0,0,0,0,1,0,0,1,0,0
0,24.64,39.25,261.14,42.96,1.2,364.17,996.94,36.53,26.72,8.36,25.75,6.89,43,118,141,3.49,1.9,99.68,9.62,0.484,168,524.43,19,60,61.74,9.38,3.66,90.68,283.8,6.3,82.85,8.1,0,0,4.52,0,0,0,1,1,0,0,0,1,0,0,1
1,33.62,77.93,221.72,82.8,16.17,478.07,964.21,37.58,14.77,40.69,34.08,7.2,37,43,56,2.33,1.87,9.45,8.83,0.727,138,96.64,57,72,58.81,9.05,28.29,65.82,205.47,6.59,33.47,42.27,2,0,5.38,1,0,0,0,1,0,0,0,1,0,0,0
1,40.23,57.89,280.48,40.85,26.78,620.83,983.19,22.65,21.15,36.68,10.85,7.0,71,27,147,1.93,2.69,34.14,7.13,0.328,62,910.99,19,91,43.37,4.19,19.82,32.54,50.09,5.28,38.4,33.91,2,0,3.12,0,0,1,0,1,0,0,0,0,1,1,0
0,36.91,26.47,11.94,88.46,1.55,588.88,967.13,44.09,6.05,75.24,37.51,8.09,38,62,104,7.53,1.72,72.75,11.85,0.454,63,249.75,64,32,81.83,1.27,22.93,46.57,165.12,11.3,52.63,76.78,1,0,5.46,1,0,0,0,0,0,0,1,0,0,0,1
3,28.89,67.02,258.83,23.48,26.0,430.66,981.01,81.53,16.78,28.98,35.43,4.8,68,115,132,4.75,2.93,46.26,0.27,0.159,6,799.21,30,10,49.89,1.48,2.16,29.6,279.16,12.96,30.55,26.52,2,1,3.64,0,0,0,1,1,0,0,0,0,1,1,0
2,42.28,62.69,237.54,3.93,18.4,408.94,1044.29,97.1,6.03,45.13,26.47,5.66,36,104,52,0.71,0.88,68.88,4.95,0.832,128,872.97,39,39,40.16,3.37,27.89,40.86,177.72,18.05,31.85,39.1,2,0,5.91,0,0,1,0,1,0,0,1,0,0,0,0
0,24.08,45.39,244.51,76.13,1.34,101.19,1025.34,21.94,7.13,51.52,26.06,4.61,93,103,63,4.68,1.59,32.46,11.33,0.765,176,407.96,22,33,82.42,1.12,24.94,33.75,123.26,2.78,29.7,54.0,1,0,6.43,0,1,0,0,1,0,0,0,0,1,0,1
1,37.62,20.84,179.18,62.62,11.21,893.0,963.83,93.88,4.85,26.74,37.38,7.98,31,113,87,7.08,2.21,85.22,3.19,0.415,5,920.99,27,18,69.57,7.31,32.37,56.31,35.32,7.06,51.38,26.11,2,0,5.31,0,0,0,0,0,0,0,0,1,0,1,0
3,29.22,35.05,15.58,44.01,0.91,308.15,1016.89,27.79,13.48,23.59,31.16,6.48,139,77,50,1.58,1.42,75.92,5.86,0.327,124,822.16,55,1,59.82,5.76,30.24,17.46,47.74,6.21,63.86,22.73,2,0,3.94,0,0,0,1,1,0,0,0,0,0,0,0
1,41.96,50.43,161.74,84.53,0.05,422.2,953.05,46.99,15.44,26.48,32.97,7.81,137,81,106,3.22,2.83,97.18,8.91,0.833,114,776.13,41,66,98.18,3.02,19.88,29.05,136.2,5.28,67.64,26.95,0,0,6.15,0,0,0,1,0,0,1,0,0,0,0,1
2,38.92,34.99,122.33,82.42,26.89,118.23,1048.36,10.06,7.88,14.64,16.89,6.84,136,99,135,6.01,1.12,23.46,4.25,0.588,53,790.95,76,97,59.89,7.6,6.25,14.06,114.02,18.57,79.17,15.4,0,0,5.17,0,0,0,1,1,0,0,1,0,0,0,1
0,42.04,63.31,158.11,32.45,22.46,961.16,1003.17,60.8,18.41,13.68,10.3,4.95,15,112,30,2.13,1.68,14.1,7.41,0.668,41,466.7,19,75,56.97,7.06,21.97,39.0,289.21,2.48,87.92,9.97,0,0,5.02,0,0,1,0,0,0,1,1,0,0,1,0
2,21.43,73.42,222.09,83.8,8.68,545.12,1000.54,51.08,8.13,49.4,23.18,4.81,32,115,118,7.68,0.46,91.98,9.71,0.455,170,413.73,46,59,51.94,6.64,29.9,44.07,252.86,11.18,25.46,52.89,1,0,5.22,0,1,0,0,0,0,1,1,0,0,1,0
3,35.04,84.2,178.79,34.52,3.41,120.95,974.03,67.89,15.64,12.54,13.25,4.66,107,107,57,5.83,1.55,80.81,1.62,0.28,127,476.22,62,11,78.91,1.48,37.57,81.71,223.1,10.18,71.76,10.05,0,0,4.46,1,0,0,0,0,0,1,0,0,0,1,0
0,37.15,68.52,87.77,62.19,1.63,326.07,995.78,60.04,20.57,19.5,22.46,5.64,23,107,17,2.55,0.59,57.26,6.47,0.263,37,730.44,61,84,50.5,5.43,17.99,84.7,169.08,3.39,75.17,18.9,0,0,2.99,0,1,0,0,0,0,0,1,0,0,0,0
2,37.27,71.68,179.85,19.25,27.52,891.34,1002.62,98.14,1.8,17.79,28.95,8.2,30,52,70,1.97,2.22,57.13,0.04,0.266,163,281.93,25,10,45.15,7.73,17.72,83.99,96.57,16.29,60.88,13.74,0,1,3.62,0,0,1,0,0,0,0,0,0,1,1,0
2,30.12,65.63,24.94,26.42,18.77,438.13,1015.82,77.01,25.8,15.38,28.16,7.5,137,81,104,7.76,2.36,19.4,1.58,0.318,46,537.43,1,74,51.65,2.7,7.45,75.44,223.1,10.54,70.32,12.98,2,0,4.4,0,0,0,1,0,0,0,0,0,1,1,0
2,15.34,93.91,1.61,44.79,4.82,720.46,954.59,96.55,10.73,15.6,30.69,5.73,49,41,55,4.81,1.13,80.19,11.53,0.916,90,493.19,34,99,44.94,8.22,23.75,18.92,96.03,16.56,79.17,16.88,2,0,6.55,0,0,0,0,1,0,0,0,0,0,1,0
3,22.84,39.58,120.46,31.46,20.44,652.47,984.22,52.55,15.51,64.83,14.25,5.93,92,93,116,5.4,0.82,2.04,0.37,0.791,87,490.82,6,76,43.82,1.01,34.27,73.06,161.49,1.92,12.99,63.92,1,0,6.28,0,0,0,1,0,0,1,0,0,1,0,1
2,24.7,39.97,227.16,12.91,29.97,524.74,988.7,28.14,13.37,23.14,17.31,6.81,86,67,146,6.65,0.42,6.98,6.3,0.136,154,632.63,1,5,65.86,2.52,17.94,64.47,64.36,15.95,51.35,20.47,2,1,3.96,1,0,0,0,0,0,0,1,0,0,1,0
1,40.56,29.48,246.79,48.23,23.64,849.9,964.92,53.2,28.49,21.44,30.9,8.0,31,65,110,2.73,1.27,70.25,2.53,0.812,44,993.62,4,14,84.89,9.32,8.83,87.24,236.76,7.55,58.58,19.21,0,0,6.47,0,0,0,0,0,0,0,0,0,0,1,0
0,40.23,56.43,164.95,51.14,13.4,136.32,973.98,46.67,5.69,14.67,15.52,7.55,18,77,135,3.28,0.92,31.87,1.81,0.881,108,952.1,67,93,78.08,8.65,33.34,60.11,95.88,7.85,73.15,12.73,0,0,6.13,0,0,0,1,1,0,0,1,0,0,0,0
0,18.14,27.21,260.4,15.87,24.43,921.18,973.67,42.72,18.81,57.54,16.47,8.04,26,25,11,3.21,0.99,93.66,7.55,0.343,75,911.19,24,21,56.39,2.13,21.12,21.03,101.44,8.96,16.59,56.09,1,0,4.15,0,0,0,0,0,0,0,0,0,1,0,0
2,43.5,40.26,37.77,17.43,22.33,746.25,1031.04,40.11,24.86,15.62,30.25,4.56,14,54,39,3.38,2.96,67.62,9.98,0.621,131,189.36,87,10,54.41,1.35,23.1,83.0,273.54,5.92,96.76,10.49,0,1,5.68,0,1,0,0,1,0,0,1,0,0,1,0
3,20.47,56.2,289.23,2.93,2.66,877.34,1018.72,81.14,12.86,9.18,31.82,8.41,40,39,127,7.17,1.41,96.6,5.66,0.699,72,609.5,78,72,58.92,3.82,35.03,25.81,155.6,8.78,68.71,6.34,0,1,6.21,0,0,1,0,0,1,0,0,0,0,0,0
1,27.43,91.82,276.53,3.04,27.77,115.24,1042.27,74.11,10.06,79.79,18.76,5.48,114,28,10,7.72,1.24,5.93,0.23,0.175,80,546.73,2,46,73.92,5.64,2.32,73.56,253.05,12.91,8.58,75.92,1,0,3.96,0,0,0,1,0,0,0,1,0,0,0,0
1,21.45,92.29,179.77,35.86,26.52,176.32,980.99,64.39,3.37,47.64,36.15,5.8,127,79,89,2.23,0.53,57.33,8.01,0.286,146,879.93,7,26,43.56,8.86,20.32,81.99,137.81,3.06,24.19,47.29,1,0,3.62,1,0,0,0,0,1,0,0,0,1,0,0
0,40.81,75.78,17.62,14.67,17.72,285.29,1038.17,64.5,21.62,57.39,35.04,7.08,80,93,141,5.71,0.12,60.7,7.41,0.39,74,716.6,32,26,71.58,1.65,34.87,57.59,20.07,6.38,46.59,52.44,1,0,4.83,0,1,0,0,1,0,0,0,1,0,0,1
0,37.48,49.19,136.26,91.91,15.24,634.2,1036.38,37.39,23.58,70.92,27.99,7.78,59,33,97,6.88,2.77,49.76,11.59,0.614,79,874.52,53,42,83.47,8.37,39.49,63.89,89.43,14.04,46.35,72.65,1,0,6.03,0,0,0,1,0,0,1,0,0,0,1,0
1,25.61,84.89,53.78,19.94,6.83,183.18,994.8,43.83,9.41,5.19,34.79,5.86,112,58,127,0.68,0.47,81.68,8.05,0.366,34,195.26,44,83,62.15,9.03,36.23,22.33,239.05,12.1,96.56,2.94,0,1,3.14,0,1,0,0,0,0,0,1,0,0,1,0
0,35.46,85.66,188.53,6.6,25.03,938.39,1012.97,15.25,23.28,65.3,39.34,7.27,134,76,87,3.56,2.81,34.25,5.2,0.47,41,815.43,91,4,88.58,2.1,46.32,92.6,124.74,9.12,29.34,60.51,1,0,5.02,1,0,0,0,1,0,0,0,0,0,1,0
2,20.53,88.26,56.99,40.42,12.96,773.73,1009.8,57.9,2.99,56.76,38.2,8.2,13,56,39,6.06,1.78,34.7,6.03,0.167,81,929.85,53,14,79.84,2.82,5.98,47.66,80.94,5.63,25.63,56.91,1,0,3.91,0,0,0,1,0,0,1,1,0,0,0,0
1,26.47,68.0,144.54,19.25,17.38,826.84,980.78,14.02,12.91,29.96,13.83,6.66,55,24,19,1.04,0.92,91.3,9.07,0.338,33,555.54,14,90,70.59,7.38,46.42,70.13,253.43,17.06,50.16,27.53,2,1,3.0,1,0,0,0,0,0,1,0,1,0,0,0
0,26.31,35.13,61.69,6.18,5.1,625.47,976.21,91.53,8.3,9.23,21.39,6.71,33,98,92,5.26,0.31,58.18,7.23,0.919,69,713.18,30,10,66.33,9.87,30.61,19.45,247.08,15.08,87.81,5.78,0,1,7.55,0,0,0,0,0,1,0,0,0,1,0,0
2,22.14,26.83,54.55,75.27,6.41,667.85,966.9,41.57,8.26,46.49,31.7,7.32,67,23,48,2.22,1.6,96.07,3.88,0.854,107,878.34,9,99,95.4,1.28,20.9,41.12,80.67,10.06,22.74,49.19,1,0,5.72,1,0,0,0,1,0,0,1,0,0,0,1
2,41.29,88.61,74.38,55.71,29.56,298.95,1033.77,4.27,27.91,28.03,12.64,5.01,21,46,80,1.16,2.83,89.74,2.96,0.736,152,398.97,65,44,50.71,9.7,17.5,46.84,62.57,9.36,56.78,26.29,0,0,5.47,0,0,0,0,0,0,1,1,0,0,0,0
1,35.37,24.17,8.76,5.7,14.82,919.04,1003.35,0.18,23.29,7.81,14.11,7.35,97,10,122,0.94,2.0,65.96,8.62,0.206,97,390.09,46,18,82.01,4.44,42.38,94.44,12.14,5.86,103.04,2.96,0,1,3.04,0,0,0,1,0,0,0,0,1,0,0,1
2,23.4,42.19,214.83,46.8,24.47,684.03,983.84,67.63,22.99,75.04,22.05,5.14,68,102,102,4.7,0.33,16.08,5.4,0.849,65,731.44,98,58,80.07,6.73,48.42,94.3,153.38,14.65,18.78,75.27,1,0,6.6,0,0,0,0,0,0,0,0,0,0,1,0
1,22.26,56.52,92.02,3.88,24.89,475.97,1001.0,61.15,14.8,8.54,10.19,8.34,82,43,95,3.96,2.89,78.59,3.84,0.181,140,712.09,67,68,48.71,2.43,45.47,75.9,119.66,11.47,77.52,5.51,0,1,3.02,0,0,0,1,0,1,0,0,0,1,0,0
2,15.54,21.65,209.43,35.43,29.45,893.5,958.06,77.03,18.65,42.39,23.23,5.22,14,33,85,2.9,0.77,62.63,9.9,0.327,177,432.67,86,58,40.36,1.25,6.37,11.82,127.02,11.43,21.76,42.89,1,0,3.64,0,0,0,1,0,0,1,1,0,0,0,1
1,25.4,88.02,196.04,36.33,29.49,877.44,960.6,74.94,23.58,58.74,21.78,6.33,106,91,88,6.24,1.26,93.38,3.77,0.265,152,254.61,53,59,82.43,6.77,30.89,46.54,206.43,7.25,18.06,57.84,1,0,3.98,0,0,1,0,1,0,0,1,0,0,0,1
1,30.8,41.53,19.83,82.3,13.71,100.49,1025.94,0.31,8.0,44.08,31.24,7.68,64,38,25,3.38,1.72,64.24,9.53,0.25,38,465.33,79,80,82.35,7.83,15.78,54.44,94.39,13.34,42.71,46.04,1,0,3.13,0,0,0,1,0,0,0,0,0,1,0,0
1,23.33,22.14,93.61,73.53,28.51,932.35,1040.12,16.7,8.74,78.78,12.71,5.77,94,50,101,5.81,0.27,2.5,7.96,0.686,128,300.47,71,85,48.35,2.02,21.3,91.3,298.47,1.46,29.9,81.16,1,0,5.74,0,0,0,0,0,0,1,0,1,0,0,1
1,36.01,94.52,170.06,89.69,10.96,427.08,982.03,32.59,26.51,50.35,23.27,6.59,135,73,74,4.88,2.31,28.55,7.22,0.21,60,589.57,52,20,89.68,7.05,15.42,81.0,165.8,2.85,34.74,52.12,1,0,3.83,0,0,1,0,0,0,1,0,0,0,0,0
2,27.35,43.35,275.52,14.05,18.23,479.93,990.92,6.15,6.87,48.85,38.88,4.77,45,89,30,6.57,0.74,71.52,0.19,0.842,10,505.63,4,49,56.81,1.96,17.28,27.74,101.05,16.13,8.48,45.87,1,0,7.03,0,0,1,0,0,1,0,0,0,1,0,1
1,24.49,85.76,120.4,53.38,24.65,176.78,987.37,17.82,20.4,52.29,36.32,7.44,23,117,109,3.23,2.97,22.19,11.42,0.453,19,410.76,96,69,79.58,2.16,26.69,16.35,270.14,4.89,36.41,52.89,1,0,4.22,0,0,0,1,0,0,0,0,0,0,1,0
0,43.17,54.01,151.44,2.02,27.41,889.82,997.9,58.14,27.57,78.0,31.44,4.92,45,42,108,5.39,0.48,98.33,4.79,0.137,17,953.85,39,36,99.74,6.05,39.32,95.34,131.82,8.25,36.54,71.69,1,0,3.4,1,0,0,0,0,0,0,0,1,0,1,0
